order_id,customer_id,restaurant_id,order_datetime,item_count,base_amount,discount_amount,tax_amount,delivery_fee,total_amount,delivery_time_min,order_status,payment_method,is_new_customer,customer_city,restaurant_city,rating_given
8176,1495,331,2023-06-28 14:53:00,7,356.7,50,17.84,26.82,351.36,20,Cancelled,COD,0,Lucknow,Lucknow,NULL
8177,1350,31,2023-11-28 15:57:00,6,316.83,30,15.84,51.22,353.89,74,Delivered,COD,0,Lucknow,Lucknow,NULL
8178,631,301,2023-03-21 15:38:00,1,166.4,75,8.32,53.92,153.64,27,Delivered,COD,1,Chennai,Chennai,NULL
8179,1285,151,2023-04-28 16:09:00,1,486.43,0,24.32,52.56,563.31,39,Delivered,UPI,1,Hyderabad,Hyderabad,2
8180,1636,267,2023-09-13 11:37:00,7,885.52,50,44.28,59.01,938.81,27,Delivered,COD,0,Lucknow,Lucknow,4.9
8181,2752,287,2023-02-20 23:13:00,3,996.67,50,49.83,54.29,1050.79,51,Delivered,Wallet,0,Hyderabad,Hyderabad,NULL
8182,1391,385,2023-10-20 14:32:00,6,399.18,30,19.96,73.89,463.03,53,Delivered,Card,0,Chennai,Chennai,4.6
8183,776,336,2023-12-17 23:04:00,3,975.08,75,48.75,57.77,1006.6,55,Delivered,Wallet,0,Pune,Pune,4.9
8184,981,24,2023-04-15 17:33:00,2,225.18,0,11.26,56.71,293.15,63,Delivered,UPI,0,Lucknow,Lucknow,2.8
8185,1399,235,2023-04-17 15:49:00,1,803.19,75,40.16,48.61,816.96,55,Cancelled,COD,0,Chennai,Chennai,NULL
8186,2963,220,2023-08-11 18:54:00,6,359.65,40,17.98,18.61,356.24,40,Delivered,COD,1,Lucknow,Lucknow,NULL
8187,1788,365,2023-04-30 13:38:00,4,130.18,20,6.51,31.14,147.83,46,Delivered,UPI,0,Delhi,Hyderabad,NULL
8188,1100,38,2023-10-09 22:11:00,5,147.59,20,7.38,48.72,183.69,45,Delivered,Card,1,Jaipur,Jaipur,NULL
8189,1976,287,2023-07-29 12:28:00,4,850.37,20,42.52,54.29,927.18,63,Delivered,Card,0,Hyderabad,Hyderabad,NULL
8190,2621,499,2023-11-14 16:58:00,8,189.01,30,9.45,11.84,180.3,42,Delivered,Card,1,Jaipur,Pune,4.4
8191,2649,319,2023-05-22 11:05:00,3,385.23,20,19.26,43.38,427.87,36,Delivered,Card,0,Delhi,Delhi,2.5
8192,787,472,2023-12-27 16:09:00,5,1070.62,20,53.53,42,1146.15,63,Cancelled,COD,0,Mumbai,Mumbai,NULL
8193,213,480,2023-04-21 13:38:00,1,847.14,0,42.36,32.66,922.16,58,Delivered,Wallet,0,Bengaluru,Bengaluru,2.6
8194,2520,404,2023-11-04 13:24:00,3,238.35,50,11.92,23.87,224.14,68,Refunded,Wallet,0,Mumbai,Mumbai,NULL
8195,1221,444,2023-07-22 13:36:00,1,998.23,20,49.91,72.16,1100.3,60,Delivered,Wallet,0,Chennai,Chennai,3
8196,251,447,2023-04-01 14:56:00,1,993.41,40,49.67,53.67,1056.75,50,Delivered,Wallet,0,Pune,Delhi,NULL
8197,372,263,2023-06-16 12:29:00,1,1187.26,40,59.36,27.46,1234.08,24,Cancelled,Card,0,Pune,Pune,NULL
8198,1880,264,2023-10-21 18:10:00,4,1169.77,0,58.49,59.08,1287.34,49,Cancelled,Card,0,Mumbai,Mumbai,NULL
8199,1392,394,2023-08-01 20:30:00,8,1014.09,40,50.7,77.33,1102.12,49,Delivered,UPI,0,Pune,Pune,3.7
8200,1764,417,2023-09-10 18:11:00,7,478.32,40,23.92,63.63,525.87,20,Cancelled,Wallet,0,Ahmedabad,Ahmedabad,NULL
8201,204,106,2023-05-07 15:03:00,4,783.47,0,39.17,70.58,893.22,26,Cancelled,Wallet,0,Pune,Pune,NULL
8202,2287,358,2023-07-30 20:27:00,5,489.59,30,24.48,21.52,505.59,71,Delivered,Card,0,Hyderabad,Delhi,NULL
8203,1413,12,2023-04-06 11:16:00,5,456.97,20,22.85,59.81,519.63,54,Delivered,Wallet,0,Jaipur,Jaipur,NULL
8204,1663,230,2023-07-19 23:11:00,6,449.83,0,22.49,67.51,539.83,72,Delivered,Card,1,Hyderabad,Hyderabad,NULL
8205,2197,251,2023-11-27 11:19:00,6,865.25,0,43.26,33,941.51,37,Delivered,COD,0,Lucknow,Lucknow,2.9
8206,2236,80,2023-09-24 21:18:00,2,479.78,75,23.99,53.13,481.9,22,Cancelled,UPI,0,Ahmedabad,Ahmedabad,NULL
8207,2701,406,2023-12-22 12:27:00,6,493.9,30,24.7,50.35,538.95,39,Delivered,UPI,1,Jaipur,Ahmedabad,NULL
8208,2049,141,2023-03-27 23:10:00,3,219.4,50,10.97,55.5,235.87,47,Delivered,COD,0,Delhi,Delhi,NULL
8209,1916,108,2023-06-25 22:34:00,2,817.71,40,40.89,63.91,882.51,59,Cancelled,COD,0,Ahmedabad,Ahmedabad,NULL
8210,1687,371,2023-03-22 17:01:00,6,535.21,0,26.76,56.74,618.71,40,Refunded,COD,1,Lucknow,Lucknow,NULL
8211,2538,466,2023-12-23 20:23:00,4,468.29,0,23.41,17.25,508.95,73,Delivered,UPI,0,Bengaluru,Bengaluru,NULL
8212,1915,419,2023-10-20 20:21:00,3,1019.85,0,50.99,42.77,1113.61,71,Delivered,Card,1,Mumbai,Mumbai,NULL
8213,2686,220,2023-04-25 14:05:00,8,415.67,0,20.78,18.61,455.06,49,Delivered,Card,0,Lucknow,Lucknow,3.7
8214,2430,148,2023-12-18 16:45:00,3,1135.04,75,56.75,74.64,1191.43,55,Delivered,Card,0,Lucknow,Hyderabad,NULL
8215,418,441,2023-10-04 22:04:00,5,654.65,30,32.73,20.35,677.73,40,Delivered,Card,0,Lucknow,Kolkata,4.5
8216,191,89,2023-04-15 11:50:00,1,222.5,0,11.13,65.64,299.27,74,Delivered,UPI,1,Jaipur,Jaipur,NULL
8217,354,225,2023-02-10 13:04:00,2,332.99,50,16.65,19.92,319.56,49,Delivered,COD,1,Jaipur,Jaipur,NULL
8218,2883,178,2023-12-05 12:58:00,1,399.97,75,20,10.67,355.64,20,Delivered,COD,0,Delhi,Delhi,NULL
8219,2139,468,2023-04-30 12:25:00,7,273.41,40,13.67,70.15,317.23,29,Delivered,Card,1,Ahmedabad,Ahmedabad,NULL
8220,1991,202,2023-07-23 15:05:00,6,1091.64,75,54.58,20.69,1091.91,29,Delivered,COD,0,Delhi,Hyderabad,4.2
8221,152,413,2023-10-14 16:26:00,2,861.56,0,43.08,28.18,932.82,54,Delivered,Wallet,0,Mumbai,Mumbai,NULL
8222,2476,273,2023-05-29 10:26:00,3,931.65,0,46.58,62.01,1040.24,69,Delivered,UPI,0,Jaipur,Jaipur,3.1
8223,2962,119,2023-02-24 14:38:00,8,406.59,20,20.33,51.12,458.04,68,Delivered,COD,0,Kolkata,Hyderabad,3.4
8224,873,129,2023-06-19 12:23:00,3,1031.63,40,51.58,59.64,1102.85,47,Delivered,Wallet,0,Pune,Pune,NULL
8225,2047,76,2023-02-14 11:29:00,7,344.89,20,17.24,31.78,373.91,47,Cancelled,COD,1,Chennai,Chennai,NULL
8226,933,383,2023-02-03 15:04:00,6,754.79,30,37.74,15.81,778.34,50,Delivered,Wallet,0,Jaipur,Jaipur,4.7
8227,1860,192,2023-09-22 15:21:00,4,141.56,0,7.08,16.33,164.97,56,Delivered,COD,1,Bengaluru,Ahmedabad,NULL
8228,294,6,2023-01-15 10:21:00,5,516.92,40,25.85,46.49,549.26,68,Delivered,UPI,0,Mumbai,Bengaluru,5
8229,2481,251,2023-11-12 22:17:00,4,1167.77,0,58.39,33,1259.16,32,Delivered,COD,0,Kolkata,Lucknow,3.8
8230,1449,148,2023-07-01 14:30:00,2,643.53,30,32.18,74.64,720.35,62,Delivered,UPI,0,Ahmedabad,Hyderabad,4.4
8231,1150,29,2023-01-17 19:01:00,1,945.45,30,47.27,56.08,1018.8,32,Delivered,UPI,0,Jaipur,Jaipur,NULL
8232,1668,262,2023-08-18 18:28:00,3,719.3,0,35.96,15.78,771.04,61,Delivered,Wallet,0,Chennai,Lucknow,NULL
8233,2004,166,2023-12-28 13:25:00,8,994.29,0,49.71,54.17,1098.17,27,Delivered,COD,1,Hyderabad,Hyderabad,NULL
8234,363,439,2023-07-12 17:44:00,2,1174.92,75,58.75,79.29,1237.96,26,Refunded,COD,1,Mumbai,Mumbai,NULL
8235,2008,470,2023-01-24 11:28:00,4,644.3,75,32.22,30.3,631.82,40,Delivered,COD,1,Pune,Hyderabad,NULL
8236,1878,265,2023-03-28 17:59:00,4,442.35,50,22.12,26.06,440.53,50,Refunded,Wallet,0,Jaipur,Jaipur,NULL
8237,31,447,2023-02-28 18:32:00,6,214.77,50,10.74,53.67,229.18,34,Delivered,Card,1,Delhi,Delhi,3.2
8238,990,301,2023-02-21 11:31:00,8,968.85,40,48.44,53.92,1031.21,41,Delivered,COD,1,Chennai,Chennai,5
8239,1933,82,2023-10-20 20:59:00,5,390.08,20,19.5,43.65,433.23,33,Delivered,COD,1,Delhi,Delhi,4.1
8240,1595,494,2023-09-13 16:04:00,1,1063.34,40,53.17,55.73,1132.24,31,Delivered,Card,1,Mumbai,Delhi,4.1
8241,385,31,2023-08-28 10:07:00,1,389.38,20,19.47,51.22,440.07,75,Cancelled,Wallet,0,Chennai,Lucknow,NULL
8242,519,337,2023-04-11 16:04:00,1,205.62,0,10.28,63.82,279.72,27,Delivered,COD,1,Mumbai,Mumbai,2
8243,537,43,2023-10-11 11:44:00,6,863.65,40,43.18,29.13,895.96,26,Delivered,COD,0,Mumbai,Ahmedabad,NULL
8244,1495,331,2023-09-07 14:36:00,6,239.67,30,11.98,26.82,248.47,67,Delivered,Wallet,0,Lucknow,Lucknow,2.4
8245,2214,267,2023-11-21 13:08:00,4,614.72,50,30.74,59.01,654.47,63,Delivered,Card,0,Lucknow,Lucknow,NULL
8246,2977,30,2023-07-25 12:07:00,5,535.62,0,26.78,68.08,630.48,21,Delivered,Wallet,1,Jaipur,Jaipur,NULL
8247,650,369,2023-04-02 15:45:00,8,301.92,50,15.1,79.68,346.7,59,Delivered,COD,1,Pune,Pune,4
8248,2161,250,2023-10-28 19:26:00,1,388.63,20,19.43,75.48,463.54,42,Delivered,Wallet,0,Chennai,Delhi,4.9
8249,548,344,2023-07-11 12:14:00,4,578.82,75,28.94,55.52,588.28,67,Delivered,Wallet,0,Ahmedabad,Ahmedabad,NULL
8250,1744,246,2023-06-22 17:44:00,2,651.62,75,32.58,57.22,666.42,29,Refunded,COD,0,Lucknow,Jaipur,NULL
8251,1419,269,2023-05-25 23:24:00,3,314.16,0,15.71,59.81,389.68,41,Delivered,UPI,0,Chennai,Chennai,4
8252,426,373,2023-11-25 23:14:00,8,516.38,0,25.82,10.53,552.73,34,Delivered,UPI,0,Lucknow,Ahmedabad,NULL
8253,16,224,2023-02-09 11:01:00,3,533.63,30,26.68,52.43,582.74,32,Refunded,UPI,0,Ahmedabad,Ahmedabad,NULL
8254,1647,425,2023-12-18 18:50:00,3,894.32,40,44.72,34.81,933.85,74,Delivered,Card,0,Ahmedabad,Ahmedabad,4.9
8255,821,63,2023-12-08 22:34:00,5,977.95,0,48.9,78.47,1105.32,71,Delivered,Wallet,1,Ahmedabad,Hyderabad,4.5
8256,1604,400,2023-08-11 14:52:00,2,664.31,30,33.22,55.99,723.52,28,Delivered,Wallet,0,Jaipur,Kolkata,4.1
8257,659,234,2023-08-25 22:48:00,4,701.91,0,35.1,22.3,759.31,74,Delivered,Card,0,Kolkata,Mumbai,2
8258,1599,150,2023-07-28 15:25:00,7,461.34,0,23.07,33.99,518.4,28,Delivered,Wallet,0,Jaipur,Pune,2.7
8259,1167,342,2023-04-23 18:34:00,8,1197.79,50,59.89,21.3,1228.98,56,Refunded,UPI,0,Mumbai,Mumbai,NULL
8260,1951,258,2023-04-20 12:23:00,6,201.17,75,10.06,18.32,154.55,20,Delivered,UPI,0,Kolkata,Kolkata,NULL
8261,2642,228,2023-07-18 14:38:00,4,902.4,0,45.12,75.81,1023.33,53,Delivered,COD,0,Bengaluru,Bengaluru,4.4
8262,705,264,2023-11-20 19:45:00,5,927.89,40,46.39,59.08,993.36,51,Delivered,Card,0,Mumbai,Mumbai,NULL
8263,2821,370,2023-11-12 13:35:00,2,845.5,0,42.28,44.75,932.53,27,Delivered,Wallet,1,Mumbai,Mumbai,2.5
8264,2451,19,2023-04-27 17:38:00,2,716.5,40,35.83,31.34,743.67,55,Delivered,COD,0,Pune,Lucknow,4.3
8265,2006,361,2023-03-23 11:40:00,8,811.32,0,40.57,10.99,862.88,41,Cancelled,COD,0,Lucknow,Lucknow,NULL
8266,1916,224,2023-01-06 20:49:00,2,458.26,20,22.91,52.43,513.6,60,Delivered,Wallet,1,Ahmedabad,Ahmedabad,NULL
8267,2660,84,2023-04-30 23:22:00,8,424.9,50,21.24,40.83,436.97,41,Delivered,COD,0,Mumbai,Mumbai,NULL
8268,457,425,2023-01-25 21:21:00,4,736.05,40,36.8,34.81,767.66,22,Delivered,Wallet,0,Ahmedabad,Ahmedabad,2.1
8269,884,125,2023-10-04 18:56:00,4,171.8,75,8.59,56.67,162.06,43,Delivered,Wallet,0,Delhi,Delhi,2.2
8270,2673,16,2023-09-14 16:52:00,3,978.37,0,48.92,19.06,1046.35,72,Delivered,Wallet,1,Pune,Pune,2.3
8271,2883,348,2023-09-15 10:05:00,6,549.34,50,27.47,30.35,557.16,66,Delivered,Wallet,0,Delhi,Delhi,2.2
8272,2126,196,2023-09-15 20:02:00,4,260.19,0,13.01,14.33,287.53,27,Cancelled,Wallet,0,Bengaluru,Bengaluru,NULL
8273,2690,98,2023-09-06 17:34:00,2,157.77,30,7.89,30.65,166.31,47,Delivered,Wallet,0,Chennai,Kolkata,4.7
8274,814,165,2023-02-21 10:55:00,5,1147.04,40,57.35,74.86,1239.25,44,Delivered,Card,1,Kolkata,Kolkata,4.8
8275,2630,368,2023-05-09 15:54:00,5,213.2,0,10.66,47.99,271.85,33,Delivered,Wallet,0,Bengaluru,Bengaluru,2.6
8276,1481,222,2023-02-27 18:54:00,4,273.86,30,13.69,39.61,297.16,66,Delivered,Card,0,Delhi,Delhi,3.8
8277,1906,357,2023-02-27 10:48:00,2,612.18,0,30.61,22.89,665.68,27,Delivered,COD,1,Mumbai,Mumbai,2.9
8278,1707,164,2023-11-06 13:31:00,3,1145.87,0,57.29,77,1280.16,55,Delivered,COD,0,Jaipur,Delhi,3.1
8279,808,234,2023-05-22 21:57:00,4,1058.84,50,52.94,22.3,1084.08,38,Delivered,COD,1,Mumbai,Mumbai,NULL
8280,1474,151,2023-01-03 19:24:00,7,577.6,0,28.88,52.56,659.04,35,Delivered,COD,1,Hyderabad,Hyderabad,NULL
8281,1596,270,2023-02-27 15:07:00,5,328.25,0,16.41,56.23,400.89,51,Delivered,COD,0,Hyderabad,Hyderabad,3.7
8282,2886,266,2023-12-31 21:26:00,1,127.17,20,6.36,39.84,153.37,58,Delivered,COD,1,Pune,Bengaluru,4.6
8283,987,474,2023-01-19 16:45:00,5,760.71,30,38.04,35.04,803.79,37,Delivered,Card,0,Kolkata,Kolkata,3.6
8284,1077,401,2023-03-10 19:43:00,1,404.41,0,20.22,60.18,484.81,38,Delivered,UPI,1,Pune,Kolkata,3.5
8285,1086,416,2023-04-22 16:05:00,3,870.09,0,43.5,50.45,964.04,34,Delivered,Wallet,0,Bengaluru,Bengaluru,2.2
8286,1467,243,2023-12-16 10:18:00,7,885.78,75,44.29,57.39,912.46,39,Delivered,Card,1,Chennai,Chennai,3.5
8287,2731,179,2023-01-04 15:16:00,1,963.11,0,48.16,36.3,1047.57,43,Delivered,Wallet,1,Chennai,Chennai,NULL
8288,321,48,2023-12-20 21:59:00,4,957.22,30,47.86,55.25,1030.33,27,Delivered,Wallet,0,Ahmedabad,Ahmedabad,3.2
8289,1352,272,2023-10-08 10:29:00,5,988.78,0,49.44,56.83,1095.05,42,Delivered,COD,0,Chennai,Chennai,NULL
8290,1489,498,2023-02-11 17:50:00,6,940.26,30,47.01,55.52,1012.79,48,Delivered,UPI,1,Chennai,Chennai,3.2
8291,1122,398,2023-06-24 11:27:00,2,565.01,0,28.25,51.08,644.34,25,Cancelled,Card,1,Bengaluru,Mumbai,NULL
8292,1663,500,2023-07-20 10:12:00,1,418.97,0,20.95,48.67,488.59,24,Delivered,Card,1,Hyderabad,Hyderabad,NULL
8293,211,164,2023-10-30 19:05:00,3,800.16,75,40.01,77,842.17,42,Delivered,UPI,0,Delhi,Delhi,NULL
8294,2920,389,2023-04-09 21:09:00,1,732.49,0,36.62,21.09,790.2,41,Delivered,UPI,0,Kolkata,Kolkata,NULL
8295,1807,304,2023-07-14 10:53:00,3,374.64,40,18.73,44.43,397.8,42,Cancelled,Card,0,Kolkata,Kolkata,NULL
8296,2508,460,2023-03-25 12:32:00,7,395.65,0,19.78,13.75,429.18,36,Cancelled,Card,0,Hyderabad,Lucknow,NULL
8297,2116,351,2023-05-16 16:27:00,6,972.43,0,48.62,14.51,1035.56,52,Delivered,Wallet,0,Pune,Bengaluru,3.2
8298,2433,357,2023-06-04 13:35:00,1,764.3,0,38.22,22.89,825.41,48,Refunded,Card,0,Mumbai,Mumbai,NULL
8299,1637,313,2023-05-30 10:00:00,4,937.69,20,46.88,36.92,1001.49,20,Refunded,Wallet,0,Jaipur,Jaipur,NULL
8300,2705,356,2023-11-02 21:21:00,7,264.88,30,13.24,29.17,277.29,36,Delivered,Wallet,0,Pune,Pune,2.3
8301,2820,458,2023-06-28 19:43:00,2,660.84,40,33.04,42.29,696.17,35,Cancelled,Wallet,1,Kolkata,Kolkata,NULL
8302,446,467,2023-10-15 22:23:00,1,1011.69,75,50.58,30.99,1018.26,28,Delivered,Wallet,0,Kolkata,Delhi,3.7
8303,1180,465,2023-08-12 10:41:00,5,228.72,0,11.44,14.7,254.86,68,Refunded,Wallet,0,Chennai,Chennai,NULL
8304,863,58,2023-09-01 14:01:00,6,307.23,0,15.36,23.43,346.02,42,Delivered,Card,0,Bengaluru,Bengaluru,4.9
8305,1545,150,2023-01-06 10:47:00,4,830.47,75,41.52,33.99,830.98,41,Delivered,Wallet,0,Lucknow,Pune,3.6
8306,349,265,2023-04-28 12:49:00,7,953.96,20,47.7,26.06,1007.72,67,Delivered,UPI,1,Jaipur,Jaipur,NULL
8307,2332,166,2023-11-05 21:37:00,4,585.92,40,29.3,54.17,629.39,52,Delivered,UPI,0,Hyderabad,Hyderabad,3.7
8308,291,316,2023-10-27 15:52:00,7,200.49,0,10.02,69.41,279.92,22,Delivered,UPI,1,Ahmedabad,Ahmedabad,3.7
8309,537,470,2023-10-12 17:50:00,4,146.06,75,7.3,30.3,108.66,37,Delivered,Card,0,Mumbai,Hyderabad,NULL
8310,2318,397,2023-10-08 22:07:00,1,379.58,30,18.98,36.18,404.74,50,Refunded,UPI,0,Bengaluru,Lucknow,NULL
8311,2425,114,2023-07-25 15:34:00,7,1018.11,0,50.91,12.24,1081.26,53,Delivered,Card,1,Mumbai,Lucknow,2.3
8312,1541,147,2023-01-26 19:55:00,3,506.02,75,25.3,44.91,501.23,48,Delivered,Card,0,Pune,Pune,3.6
8313,896,72,2023-02-16 16:07:00,8,295.29,75,14.76,41.79,276.84,25,Delivered,Card,0,Ahmedabad,Pune,3.7
8314,1415,8,2023-10-29 23:54:00,2,594.5,75,29.72,28.18,577.4,70,Cancelled,COD,0,Chennai,Chennai,NULL
8315,1705,287,2023-08-14 19:52:00,7,233.39,30,11.67,54.29,269.35,71,Delivered,Card,1,Delhi,Hyderabad,4.1
8316,2242,248,2023-02-17 10:06:00,7,214.32,0,10.72,33.66,258.7,27,Delivered,Wallet,0,Hyderabad,Delhi,NULL
8317,854,353,2023-12-06 13:00:00,7,521.14,0,26.06,54.82,602.02,39,Delivered,UPI,1,Ahmedabad,Ahmedabad,3.6
8318,2522,242,2023-08-19 20:46:00,8,1012.45,0,50.62,15.92,1078.99,28,Delivered,UPI,1,Mumbai,Mumbai,4.3
8319,2040,171,2023-04-15 20:05:00,5,884.39,30,44.22,67,965.61,25,Cancelled,Card,0,Mumbai,Pune,NULL
8320,2442,151,2023-05-03 18:37:00,8,599.77,0,29.99,52.56,682.32,30,Delivered,UPI,1,Hyderabad,Hyderabad,NULL
8321,165,307,2023-01-22 16:46:00,4,236.89,0,11.84,71.28,320.01,40,Delivered,Wallet,0,Pune,Pune,4.7
8322,1245,189,2023-08-01 13:06:00,8,841.03,75,42.05,56.38,864.46,28,Delivered,Wallet,0,Jaipur,Jaipur,2.4
8323,1657,70,2023-06-01 19:52:00,8,346.7,50,17.34,16.71,330.75,32,Delivered,UPI,1,Kolkata,Delhi,4.5
8324,1270,472,2023-09-01 20:44:00,3,1124.66,40,56.23,42,1182.89,31,Delivered,Card,1,Bengaluru,Mumbai,4.5
8325,444,402,2023-01-17 23:45:00,5,521.14,20,26.06,36.99,564.19,70,Delivered,Wallet,0,Delhi,Hyderabad,4.3
8326,2126,326,2023-04-23 13:47:00,5,611.46,40,30.57,62.02,664.05,65,Cancelled,Wallet,0,Bengaluru,Bengaluru,NULL
8327,1835,18,2023-04-17 13:04:00,7,771.13,40,38.56,18.46,788.15,21,Delivered,Card,0,Jaipur,Jaipur,3.5
8328,2748,11,2023-01-05 20:02:00,7,620.67,30,31.03,17.37,639.07,35,Cancelled,Wallet,0,Hyderabad,Chennai,NULL
8329,355,333,2023-09-22 22:49:00,3,458.5,40,22.93,77.11,518.54,27,Cancelled,UPI,0,Kolkata,Kolkata,NULL
8330,2289,144,2023-10-02 23:41:00,2,242.6,40,12.13,78.46,293.19,56,Delivered,UPI,0,Pune,Pune,4.4
8331,2723,473,2023-02-25 16:11:00,6,922.59,75,46.13,12.98,906.7,37,Delivered,Card,1,Lucknow,Lucknow,NULL
8332,1411,224,2023-07-03 18:50:00,5,833.78,40,41.69,52.43,887.9,56,Refunded,Card,1,Ahmedabad,Ahmedabad,NULL
8333,1937,181,2023-01-10 14:40:00,3,522.12,0,26.11,52.76,600.99,67,Cancelled,COD,1,Kolkata,Kolkata,NULL
8334,1940,468,2023-08-16 18:28:00,3,851.92,20,42.6,70.15,944.67,40,Delivered,UPI,1,Ahmedabad,Ahmedabad,2.5
8335,2770,346,2023-06-26 11:04:00,3,1002.51,30,50.13,36.16,1058.8,43,Delivered,UPI,0,Lucknow,Lucknow,NULL
8336,143,131,2023-01-16 13:49:00,4,1068.04,0,53.4,21.94,1143.38,23,Delivered,Wallet,0,Hyderabad,Hyderabad,NULL
8337,422,179,2023-10-10 23:39:00,8,501.75,50,25.09,36.3,513.14,39,Delivered,UPI,0,Chennai,Chennai,NULL
8338,1164,154,2023-12-30 12:28:00,7,1120.05,20,56,26.54,1182.59,57,Delivered,Wallet,0,Kolkata,Bengaluru,2.9
8339,437,286,2023-11-26 10:26:00,5,605.76,0,30.29,54.97,691.02,53,Delivered,UPI,0,Bengaluru,Bengaluru,3.4
8340,2601,3,2023-04-17 17:19:00,6,964.95,0,48.25,73.01,1086.21,31,Delivered,Card,1,Chennai,Jaipur,2.4
8341,1104,58,2023-07-27 21:41:00,8,467.54,75,23.38,23.43,439.35,36,Delivered,Card,1,Bengaluru,Bengaluru,4.6
8342,2921,208,2023-05-13 11:24:00,7,411.69,75,20.58,35.36,392.63,36,Refunded,COD,0,Bengaluru,Bengaluru,NULL
8343,1779,495,2023-10-19 11:48:00,6,511.45,75,25.57,19.75,481.77,28,Delivered,Card,0,Delhi,Delhi,NULL
8344,104,4,2023-08-19 15:47:00,7,612.4,30,30.62,58.82,671.84,73,Delivered,Wallet,1,Lucknow,Lucknow,4.5
8345,82,131,2023-04-06 11:27:00,6,799.38,0,39.97,21.94,861.29,23,Delivered,Card,1,Hyderabad,Hyderabad,4.2
8346,1935,117,2023-03-29 12:15:00,2,885.63,40,44.28,19.04,908.95,41,Delivered,UPI,1,Bengaluru,Bengaluru,3.5
8347,862,450,2023-12-29 17:42:00,7,1047.01,30,52.35,71.51,1140.87,25,Refunded,COD,0,Jaipur,Pune,NULL
8348,2287,63,2023-01-27 19:27:00,4,760.67,75,38.03,78.47,802.17,46,Delivered,COD,0,Hyderabad,Hyderabad,NULL
8349,2795,316,2023-05-04 16:57:00,7,620.1,0,31.01,69.41,720.52,35,Delivered,UPI,0,Pune,Ahmedabad,4.7
8350,1071,72,2023-05-23 20:04:00,8,1011.51,20,50.58,41.79,1083.88,54,Refunded,COD,0,Pune,Pune,NULL
8351,2828,3,2023-12-09 18:26:00,2,492.61,0,24.63,73.01,590.25,70,Delivered,Wallet,1,Hyderabad,Jaipur,NULL
8352,2989,22,2023-10-13 10:35:00,2,819,0,40.95,39.23,899.18,45,Delivered,UPI,0,Mumbai,Ahmedabad,NULL
8353,438,27,2023-12-13 18:25:00,1,1121.25,20,56.06,49.27,1206.58,68,Delivered,Card,1,Mumbai,Mumbai,3.7
8354,796,49,2023-03-27 17:56:00,1,671.44,20,33.57,38.92,723.93,36,Delivered,COD,1,Delhi,Delhi,4.8
8355,1304,255,2023-04-04 19:34:00,7,1129.72,0,56.49,79.26,1265.47,22,Delivered,Wallet,0,Kolkata,Kolkata,2.5
8356,2829,210,2023-04-19 10:20:00,7,660.25,0,33.01,76.15,769.41,27,Delivered,UPI,1,Pune,Bengaluru,NULL
8357,2635,18,2023-01-20 22:15:00,1,660.95,50,33.05,18.46,662.46,58,Delivered,Card,0,Jaipur,Jaipur,2.7
8358,1904,335,2023-07-14 23:19:00,1,1111.54,0,55.58,11.66,1178.78,30,Delivered,Card,0,Chennai,Mumbai,NULL
8359,1273,271,2023-01-23 10:41:00,3,573.19,20,28.66,40.16,622.01,71,Delivered,UPI,0,Kolkata,Kolkata,4.4
8360,1873,211,2023-11-24 13:25:00,3,452.77,75,22.64,53.89,454.3,52,Cancelled,Wallet,0,Ahmedabad,Mumbai,NULL
8361,1140,456,2023-10-14 17:56:00,5,750.26,0,37.51,64.77,852.54,50,Cancelled,UPI,0,Jaipur,Mumbai,NULL
8362,583,57,2023-07-01 14:11:00,1,947,0,47.35,62.22,1056.57,50,Delivered,Card,0,Lucknow,Lucknow,NULL
8363,1609,433,2023-08-01 23:07:00,2,749.87,20,37.49,69.68,837.04,56,Delivered,Card,0,Mumbai,Mumbai,4
8364,1351,22,2023-03-02 15:13:00,1,583.97,0,29.2,39.23,652.4,53,Delivered,Card,0,Mumbai,Ahmedabad,NULL
8365,765,491,2023-12-05 11:51:00,3,175.45,30,8.77,25.68,179.9,53,Delivered,Card,0,Ahmedabad,Ahmedabad,3.2
8366,913,368,2023-11-12 17:42:00,5,1067.49,0,53.37,47.99,1168.85,64,Delivered,COD,0,Bengaluru,Bengaluru,2.6
8367,805,315,2023-09-14 12:22:00,2,511.67,30,25.58,35.37,542.62,21,Delivered,Wallet,0,Hyderabad,Hyderabad,2.4
8368,178,206,2023-06-28 11:25:00,5,1176.39,75,58.82,69.49,1229.7,46,Delivered,COD,0,Hyderabad,Hyderabad,4
8369,593,426,2023-07-27 23:49:00,3,523.31,0,26.17,13.72,563.2,38,Delivered,Card,0,Hyderabad,Hyderabad,NULL
8370,1061,325,2023-09-18 14:59:00,3,397.65,0,19.88,39.66,457.19,24,Delivered,COD,0,Ahmedabad,Ahmedabad,4.9
8371,414,423,2023-03-04 21:37:00,6,539.74,20,26.99,20.31,567.04,34,Delivered,Wallet,0,Chennai,Chennai,NULL
8372,2653,161,2023-06-11 10:50:00,3,432.42,0,21.62,60.04,514.08,39,Delivered,UPI,0,Pune,Pune,3.9
8373,1731,199,2023-12-06 16:11:00,6,191.31,30,9.57,57.6,228.48,24,Delivered,COD,0,Ahmedabad,Ahmedabad,2.9
